日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2016-12-30,'600023,浙能电力,5.43,5.44,5.36,5.4,5.39,0.04,0.7421,0.1479,20116315,108512342.0,73851746634.8,73851746634.8
2016-12-29,'600023,浙能电力,5.39,5.42,5.36,5.38,5.4,-0.01,-0.1852,0.1055,14342259,77324117.0,73307719035.3,73307719035.3
2016-12-28,'600023,浙能电力,5.4,5.43,5.37,5.39,5.4,0.0,0.0,0.1193,16222812,87502845.0,73443725935.2,73443725935.2
2016-12-27,'600023,浙能电力,5.4,5.45,5.39,5.44,5.45,-0.05,-0.9174,0.1584,21547925,116678681.0,73443725935.2,73443725935.2
2016-12-26,'600023,浙能电力,5.45,5.46,5.36,5.4,5.44,0.01,0.1838,0.1663,22612390,122106726.0,74123760434.6,74123760434.6
2016-12-23,'600023,浙能电力,5.44,5.53,5.38,5.52,5.49,-0.05,-0.9107,0.334,45423183,247053064.0,73987753534.7,73987753534.7
2016-12-22,'600023,浙能电力,5.49,5.55,5.45,5.45,5.46,0.03,0.5495,0.3839,52218734,287480171.0,74667788034.1,74667788034.1
2016-12-21,'600023,浙能电力,5.46,5.49,5.37,5.38,5.36,0.1,1.8657,0.3142,42739094,232145622.0,74259767334.5,74259767334.5
2016-12-20,'600023,浙能电力,5.36,5.38,5.33,5.33,5.35,0.01,0.1869,0.1349,18343816,98279285.0,72899698335.7,72899698335.7
2016-12-19,'600023,浙能电力,5.35,5.39,5.3,5.38,5.38,-0.03,-0.5576,0.2707,36814717,197175371.0,72763691435.8,72763691435.8
2016-12-16,'600023,浙能电力,5.38,5.4,5.35,5.37,5.38,0.0,0.0,0.6055,18090354,97252784.0,73171712135.4,16073286499.0
2016-12-15,'600023,浙能电力,5.38,5.42,5.35,5.37,5.37,0.01,0.1862,0.6745,20151044,108473397.0,73171712135.4,16073286499.0
2016-12-14,'600023,浙能电力,5.37,5.44,5.35,5.43,5.44,-0.07,-1.2868,0.8755,26156419,141105159.0,73035705235.6,16043410501.8
2016-12-13,'600023,浙能电力,5.44,5.46,5.37,5.42,5.47,-0.03,-0.5484,0.8132,24295834,131608970.0,73987753534.7,16252542482.2
2016-12-12,'600023,浙能电力,5.47,5.6,5.37,5.57,5.56,-0.09,-1.6187,2.1241,63459252,346861411.0,74395774234.4,16342170473.9
2016-12-09,'600023,浙能电力,5.56,5.59,5.53,5.53,5.55,0.01,0.1802,0.7332,21903880,121783995.0,75619836333.3,16611054448.8
2016-12-08,'600023,浙能电力,5.55,5.61,5.54,5.58,5.6,-0.05,-0.8929,0.8808,26314028,146575506.0,75483829433.4,16581178451.5
